instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,comfort_index,is_weekend,quarter,is_warm_season,is_bad_weather,temp_yr
600,23-08-2019,3,1,8,0,5,1,1,28.529153,31.8504,63.5833,5.6679186,1363,6402,7765,28.211236500000002,0,3,1,0,28.529153
601,24-08-2019,3,1,8,0,6,0,2,28.8025,32.355,61.5,4.8337686,1325,6257,7582,28.494999999999997,1,3,1,0,28.8025
602,25-08-2019,3,1,8,0,0,0,2,27.128347,30.9348,71.2917,16.375336,1829,4224,6053,26.771888500000003,1,3,1,0,27.128347
603,26-08-2019,3,1,8,0,1,1,2,26.786653,29.7998,84.5833,15.333486,1483,3772,5255,26.3637365,0,3,1,0,26.786653
604,27-08-2019,3,1,8,0,2,1,1,28.836653,32.7344,73.0417,8.625111,989,5928,6917,28.471444499999997,0,3,1,0,28.836653
605,28-08-2019,3,1,8,0,3,1,1,29.861653,33.3025,62.0,12.791975,935,6105,7040,29.551653,0,3,1,0,29.861653
606,29-08-2019,3,1,8,0,4,1,1,28.085,31.78665,55.2083,7.541654,1177,6520,7697,27.8089585,0,3,1,0,28.085
607,30-08-2019,3,1,8,0,5,1,1,28.973347,32.63895,59.0417,5.1668189,1172,6541,7713,28.6781385,0,3,1,0,28.973347
608,31-08-2019,3,1,8,0,6,0,1,31.330847,34.47,58.75,11.291711,1433,5917,7350,31.037097,1,3,1,0,31.330847
609,01-09-2019,3,1,9,0,0,0,2,30.886653,35.1327,63.8333,7.583529,2352,3788,6140,30.567486499999998,1,3,1,0,30.886653
610,02-09-2019,3,1,9,0,1,1,2,28.563347,32.45,81.5,4.2927436,2613,3197,5810,28.155847,0,3,1,0,28.563347
611,03-09-2019,3,1,9,1,2,0,1,29.0075,33.08145,79.0833,10.125107,1965,4069,6034,28.6120835,0,3,1,0,29.0075
612,04-09-2019,3,1,9,0,3,1,1,29.759153,34.3444,75.5,15.833507,867,5997,6864,29.381653,0,3,1,0,29.759153
613,05-09-2019,3,1,9,0,4,1,1,30.203347,35.44915,74.125,12.583136,832,6280,7112,29.832722,0,3,1,0,30.203347
614,06-09-2019,3,1,9,0,5,1,2,28.563347,32.76645,81.0417,9.542207,611,5592,6203,28.1581385,0,3,1,0,28.563347
615,07-09-2019,3,1,9,0,6,0,1,28.836653,32.8602,73.625,11.500282,1045,6459,7504,28.468528,1,3,1,0,28.836653
616,08-09-2019,3,1,9,0,0,0,2,27.025847,30.55605,79.9167,18.833968,1557,4419,5976,26.6262635,1,3,1,0,27.025847
617,09-09-2019,3,1,9,0,1,1,1,25.01,28.94625,54.75,15.041232,2570,5657,8227,24.736250000000002,0,3,1,0,25.01
618,10-09-2019,3,1,9,0,2,1,1,23.916653,28.2827,50.375,17.333771,1118,6407,7525,23.664778000000002,0,3,1,0,23.916653
619,11-09-2019,3,1,9,0,3,1,1,23.6775,27.7146,52.0,6.1676314,1070,6697,7767,23.417499999999997,0,3,1,0,23.6775
620,12-09-2019,3,1,9,0,4,1,1,24.565847,28.50375,57.7083,8.833682,1050,6820,7870,24.2773055,0,3,1,0,24.565847
621,13-09-2019,3,1,9,0,5,1,1,25.1125,28.9779,63.7083,5.5422936,1054,6750,7804,24.793958500000002,0,3,1,0,25.1125
622,14-09-2019,3,1,9,0,6,0,1,25.966653,29.70415,67.25,6.958821,1379,6630,8009,25.630403,1,3,1,0,25.966653
623,15-09-2019,3,1,9,0,0,0,1,24.941653,29.29335,50.1667,16.583907,3160,5554,8714,24.6908195,1,3,1,0,24.941653
624,16-09-2019,3,1,9,0,1,1,1,23.78,28.15625,57.0,6.0422811,2166,5167,7333,23.495,0,3,1,0,23.78
625,17-09-2019,3,1,9,0,2,1,2,23.814153,27.6525,73.4583,10.166714,1022,5847,6869,23.4468615,0,3,1,0,23.814153
626,18-09-2019,3,1,9,0,3,1,2,25.556653,28.25335,87.25,23.958329,371,3702,4073,25.120403,0,3,1,0,25.556653
627,19-09-2019,3,1,9,0,4,1,1,22.6525,27.0202,53.6667,14.416725,788,6803,7591,22.3841665,0,3,1,0,22.6525
628,20-09-2019,3,1,9,0,5,1,1,22.413347,26.6096,61.8333,7.917189,939,6781,7720,22.104180500000002,0,3,1,0,22.413347
629,21-09-2019,3,1,9,0,6,0,1,24.565847,28.59855,66.875,10.333343,1250,6917,8167,24.231472,1,3,1,0,24.565847
630,22-09-2019,3,1,9,0,0,0,1,26.65,30.5244,64.6667,19.000061,2512,5883,8395,26.326666499999998,1,3,1,0,26.65
631,23-09-2019,4,1,9,0,1,1,1,21.695847,25.94665,46.7083,14.958286,2454,5453,7907,21.4623055,0,3,0,0,21.695847
632,24-09-2019,4,1,9,0,2,1,1,21.080847,25.12565,49.2917,9.541068,1001,6435,7436,20.8343885,0,3,0,0,21.080847
633,25-09-2019,4,1,9,0,3,1,1,22.55,27.20895,57.0,15.833507,845,6693,7538,22.265,0,3,0,0,22.55
634,26-09-2019,4,1,9,0,4,1,1,26.035,29.83065,63.0833,16.3748,787,6946,7733,25.7195835,0,3,0,0,26.035
635,27-09-2019,4,1,9,0,5,1,2,26.65,30.39875,69.0833,9.000914,751,6642,7393,26.3045835,0,3,0,0,26.65
636,28-09-2019,4,1,9,0,6,0,2,25.385847,29.29315,69.0,10.999993,1045,6370,7415,25.040847,1,3,0,0,25.385847
637,29-09-2019,4,1,9,0,0,0,1,22.2425,26.5148,54.2917,15.249468,2589,5966,8555,21.9710415,1,3,0,0,22.2425
638,30-09-2019,4,1,9,0,1,1,1,21.593347,25.88315,58.3333,9.042186,2015,4874,6889,21.3016805,0,3,0,0,21.593347
639,01-10-2019,4,1,10,0,2,1,2,21.354153,25.6,64.9167,6.0838814,763,6015,6778,21.0295695,0,4,0,0,21.354153
640,02-10-2019,4,1,10,0,3,1,3,24.224153,27.11665,87.1667,6.999825,315,4324,4639,23.7883195,0,4,0,1,24.224153
641,03-10-2019,4,1,10,0,4,1,2,26.9575,29.95665,79.375,4.4585686,728,6844,7572,26.560624999999998,0,4,0,0,26.9575
642,04-10-2019,4,1,10,0,5,1,2,26.9575,30.39875,72.2917,7.875582,891,6437,7328,26.5960415,0,4,0,0,26.9575
643,05-10-2019,4,1,10,0,6,0,1,25.215,29.00935,62.75,7.12545,1516,6640,8156,24.90125,1,4,0,0,25.215
644,06-10-2019,4,1,10,0,0,0,1,22.720847,26.92605,66.4167,17.957675,3031,4934,7965,22.3887635,1,4,0,0,22.720847
645,07-10-2019,4,1,10,0,1,1,2,17.049153,20.99065,70.8333,9.457854,781,2729,3510,16.6949865,0,4,0,0,17.049153
646,08-10-2019,4,1,10,1,2,0,2,15.716653,19.3804,70.9583,12.708493,874,4604,5478,15.361861500000002,0,4,0,0,15.716653
647,09-10-2019,4,1,10,0,3,1,2,18.313347,21.9056,76.1667,12.7501,601,5791,6392,17.9325135,0,4,0,0,18.313347
648,10-10-2019,4,1,10,0,4,1,1,21.080847,25.1571,63.0833,12.584007,780,6911,7691,20.765430499999997,0,4,0,0,21.080847
649,11-10-2019,4,1,10,0,5,1,1,17.835,21.55835,46.3333,12.166932,834,6736,7570,17.6033335,0,4,0,0,17.835
650,12-10-2019,4,1,10,0,6,0,1,17.9375,21.65355,53.9167,15.751164,1060,6222,7282,17.6679165,1,4,0,0,17.9375
651,13-10-2019,4,1,10,0,0,0,1,16.126653,19.5698,49.4583,9.791514,2252,4857,7109,15.879361500000002,1,4,0,0,16.126653
652,14-10-2019,4,1,10,0,1,1,1,21.388347,25.4102,64.0417,18.667004,2080,4559,6639,21.0681385,0,4,0,0,21.388347
653,15-10-2019,4,1,10,0,2,1,2,23.028347,26.9575,70.75,19.834479,760,5115,5875,22.674597,0,4,0,0,23.028347
654,16-10-2019,4,1,10,0,3,1,1,19.201653,23.0423,55.8333,12.208807,922,6612,7534,18.9224865,0,4,0,0,19.201653
655,17-10-2019,4,1,10,0,4,1,1,18.689153,22.5054,69.2917,6.791857,979,6482,7461,18.3426945,0,4,0,0,18.689153
656,18-10-2019,4,1,10,0,5,1,2,21.4225,25.63125,72.8333,15.874779,1008,6501,7509,21.0583335,0,4,0,0,21.4225
657,19-10-2019,4,1,10,0,6,0,2,23.096653,26.8948,81.5,9.041918,753,4671,5424,22.689153,1,4,0,0,23.096653
658,20-10-2019,4,1,10,0,0,0,1,19.850847,23.6421,57.2917,7.874979,2806,5284,8090,19.564388500000003,1,4,0,0,19.850847
659,21-10-2019,4,1,10,0,1,1,1,19.030847,22.82145,51.0,11.125618,2132,4692,6824,18.775847000000002,0,4,0,0,19.030847
660,22-10-2019,4,1,10,0,2,1,1,19.9875,24.1471,56.8333,5.4593811,830,6228,7058,19.7033335,0,4,0,0,19.9875
661,23-10-2019,4,1,10,0,3,1,1,22.310847,26.5152,64.1667,6.3345686,841,6625,7466,21.9900135,0,4,0,0,22.310847
662,24-10-2019,4,1,10,0,4,1,1,24.0875,27.93605,63.625,4.8762064,795,6898,7693,23.769375,0,4,0,0,24.0875
663,25-10-2019,4,1,10,0,5,1,2,22.55,26.4844,80.0417,8.333125,875,6484,7359,22.1497915,0,4,0,0,22.55
664,26-10-2019,4,1,10,0,6,0,2,22.379153,26.1375,80.7083,8.875289,1182,6262,7444,21.9756115,1,4,0,0,22.379153
665,27-10-2019,4,1,10,0,0,0,2,21.73,25.75665,72.0,15.791364,2643,5209,7852,21.37,1,4,0,0,21.73
666,28-10-2019,4,1,10,0,1,1,2,19.5775,23.38855,69.4583,26.666536,998,3461,4459,19.2302085,0,4,0,0,19.5775
667,29-10-2019,4,1,10,0,2,1,3,18.04,21.97,88.0,23.9994,2,20,22,17.599999999999998,0,4,0,1,18.04
668,30-10-2019,4,1,10,0,3,1,2,13.045462,15.49545,82.5455,14.271603,87,1009,1096,12.6327345,0,4,0,0,13.045462
669,31-10-2019,4,1,10,0,4,1,2,14.6575,18.055,66.6667,11.166689,419,5147,5566,14.3241665,0,4,0,0,14.6575
670,01-11-2019,4,1,11,0,5,1,2,14.999153,18.4971,58.1667,10.542182,466,5520,5986,14.7083195,0,4,0,0,14.999153
671,02-11-2019,4,1,11,0,6,0,1,14.555,17.8021,52.2083,17.833725,618,5229,5847,14.2939585,1,4,0,0,14.555
672,03-11-2019,4,1,11,0,0,0,2,14.076653,16.1923,49.125,18.125443,1029,4109,5138,13.831028,1,4,0,0,14.076653
673,04-11-2019,4,1,11,0,1,1,1,13.359153,16.4769,53.2917,12.000236,1201,3906,5107,13.092694499999999,0,4,0,0,13.359153
674,05-11-2019,4,1,11,0,2,1,1,13.085847,15.40375,49.4167,15.833775,378,4881,5259,12.838763499999999,0,4,0,0,13.085847
675,06-11-2019,4,1,11,0,3,1,1,11.514153,14.07835,56.7083,11.625371,466,5220,5686,11.2306115,0,4,0,0,11.514153
676,07-11-2019,4,1,11,0,4,1,2,12.129153,13.73105,54.75,20.375236,326,4709,5035,11.855403,0,4,0,0,12.129153
677,08-11-2019,4,1,11,0,5,1,1,14.439134,17.09455,33.3478,23.304945,340,4975,5315,14.272395,0,4,0,0,14.439134
678,09-11-2019,4,1,11,0,6,0,1,14.828347,17.77065,54.0833,14.375386,709,5283,5992,14.557930500000001,1,4,0,0,14.828347
679,10-11-2019,4,1,11,0,0,0,1,15.955847,19.69685,64.5417,3.8756686,2090,4446,6536,15.633138500000001,1,4,0,0,15.955847
680,11-11-2019,4,1,11,0,1,1,1,17.254153,21.08565,65.9167,8.5425,2290,4562,6852,16.924569499999997,0,4,0,0,17.254153
681,12-11-2019,4,1,11,1,2,0,1,19.885,23.76915,74.1667,11.625639,1097,5172,6269,19.5141665,0,4,0,0,19.885
682,13-11-2019,4,1,11,0,3,1,2,14.076653,16.16125,66.2917,22.917082,327,3767,4094,13.7451945,0,4,0,0,14.076653
683,14-11-2019,4,1,11,0,4,1,1,11.855847,14.07815,55.2083,13.374875,373,5122,5495,11.5798055,0,4,0,0,11.855847
684,15-11-2019,4,1,11,0,5,1,2,13.188347,16.2246,62.0417,10.250129,320,5125,5445,12.8781385,0,4,0,0,13.188347
685,16-11-2019,4,1,11,0,6,0,1,14.145,17.3602,52.4583,11.458675,484,5214,5698,13.8827085,1,4,0,0,14.145
686,17-11-2019,4,1,11,0,0,0,1,13.325,16.31915,54.5417,12.041843,1313,4316,5629,13.052291499999999,1,4,0,0,13.325
687,18-11-2019,4,1,11,0,1,1,1,14.0425,16.8873,69.2917,15.250004,922,3747,4669,13.6960415,0,4,0,0,14.0425
688,19-11-2019,4,1,11,0,2,1,2,15.614153,18.78105,62.3333,15.749489,449,5050,5499,15.3024865,0,4,0,0,15.614153
689,20-11-2019,4,1,11,0,3,1,2,15.340847,19.03335,68.5,5.542575,534,5100,5634,14.998347,0,4,0,0,15.340847
690,21-11-2019,4,1,11,0,4,1,1,14.486653,18.2446,61.375,6.917482,615,4531,5146,14.179778,0,4,0,0,14.486653
691,22-11-2019,4,1,11,1,5,0,1,13.94,17.51855,58.0417,3.5423436,955,1470,2425,13.6497915,0,4,0,0,13.94
692,23-11-2019,4,1,11,0,6,0,1,15.101653,18.93895,56.875,9.917407,1603,2307,3910,14.817278,1,4,0,0,15.101653
693,24-11-2019,4,1,11,0,0,0,1,11.411653,12.4371,40.4583,25.250357,532,1745,2277,11.2093615,1,4,0,0,11.411653
694,25-11-2019,4,1,11,0,1,1,1,10.079153,12.87915,46.8333,10.0835,309,2115,2424,9.8449865,0,4,0,0,10.079153
695,26-11-2019,4,1,11,0,2,1,1,12.846653,16.9502,53.5417,3.12555,337,4750,5087,12.5789445,0,4,0,0,12.846653
696,27-11-2019,4,1,11,0,3,1,2,11.958347,14.0779,78.6667,15.916654,123,3836,3959,11.5650135,0,4,0,0,11.958347
697,28-11-2019,4,1,11,0,4,1,1,12.163347,14.4881,50.625,14.125007,198,5062,5260,11.910222,0,4,0,0,12.163347
698,29-11-2019,4,1,11,0,5,1,1,11.51567,14.9211,55.5652,7.739974,243,5080,5323,11.237844,0,4,0,0,11.51567
699,30-11-2019,4,1,11,0,6,0,1,12.231653,16.19335,64.9583,3.9175436,362,5306,5668,11.9068615,1,4,0,0,12.231653
700,01-12-2019,4,1,12,0,0,0,2,12.231653,15.8452,80.6667,4.0001814,951,4240,5191,11.8283195,1,4,0,0,12.231653
701,02-12-2019,4,1,12,0,1,1,2,14.2475,17.9604,82.3333,8.333393,892,3757,4649,13.8358335,0,4,0,0,14.2475
702,03-12-2019,4,1,12,0,2,1,1,18.5525,22.7898,76.75,5.5422936,555,5679,6234,18.16875,0,4,0,0,18.5525
703,04-12-2019,4,1,12,0,3,1,1,19.509153,23.4527,73.375,11.666643,551,6055,6606,19.142278,0,4,0,0,19.509153
704,05-12-2019,4,1,12,0,4,1,1,17.971653,21.4006,48.5,21.709407,331,5398,5729,17.729153,0,4,0,0,17.971653
705,06-12-2019,4,1,12,0,5,1,1,10.489153,12.9102,50.875,11.708518,340,5035,5375,10.234778,0,4,0,0,10.489153
706,07-12-2019,4,1,12,0,6,0,2,13.154153,16.0979,76.4167,8.7502,349,4659,5008,12.7720695,1,4,0,0,13.154153
707,08-12-2019,4,1,12,0,0,0,2,15.648347,19.4754,91.125,6.792393,1153,4429,5582,15.192722,1,4,0,0,15.648347
708,09-12-2019,4,1,12,0,1,1,2,15.750847,19.5073,90.5417,10.584325,441,2787,3228,15.2981385,0,4,0,0,15.750847
709,10-12-2019,4,1,12,0,2,1,2,17.869153,21.77875,92.5,12.750636,329,4841,5170,17.406653000000002,0,4,0,0,17.869153
710,11-12-2019,4,1,12,0,3,1,2,14.486653,16.91815,59.6667,19.834479,282,5219,5501,14.1883195,0,4,0,0,14.486653
711,12-12-2019,4,1,12,0,4,1,2,12.1975,14.8669,53.8333,10.916779,310,5009,5319,11.928333499999999,0,4,0,0,12.1975
712,13-12-2019,4,1,12,0,5,1,1,12.129153,14.7094,48.5833,11.666643,425,5107,5532,11.8862365,0,4,0,0,12.129153
713,14-12-2019,4,1,12,0,6,0,1,11.548347,14.7096,64.2917,8.792343,429,5182,5611,11.2268885,1,4,0,0,11.548347
714,15-12-2019,4,1,12,0,0,0,1,13.290847,16.91915,65.0417,7.12545,767,4280,5047,12.965638499999999,1,4,0,0,13.290847
715,16-12-2019,4,1,12,0,1,1,2,14.8625,18.4969,83.875,6.749714,538,3248,3786,14.443125,0,4,0,0,14.8625
716,17-12-2019,4,1,12,0,2,1,2,16.126653,20.075,90.7083,6.5833061,212,4373,4585,15.673111500000001,0,4,0,0,16.126653
717,18-12-2019,4,1,12,0,3,1,1,16.844153,20.4854,66.625,14.834068,433,5124,5557,16.511028,0,4,0,0,16.844153
718,19-12-2019,4,1,12,0,4,1,1,13.6325,17.1081,62.5417,12.334164,333,4934,5267,13.319791500000001,0,4,0,0,13.6325
719,20-12-2019,4,1,12,0,5,1,2,13.53,16.76085,66.7917,8.875021,314,3814,4128,13.1960415,0,4,0,0,13.53
720,21-12-2019,1,1,12,0,6,0,2,13.393347,15.08835,55.6667,25.083661,221,3402,3623,13.1150135,1,4,0,0,13.393347
721,22-12-2019,1,1,12,0,0,0,1,10.899153,11.80565,44.125,27.292182,205,1544,1749,10.678528,1,4,0,0,10.899153
722,23-12-2019,1,1,12,0,1,1,1,10.079153,12.97355,51.5417,8.916561,408,1379,1787,9.8214445,0,4,0,0,10.079153
723,24-12-2019,1,1,12,0,2,1,2,9.483464,12.945,79.1304,5.1744368,174,746,920,9.087812,0,4,0,0,9.483464
724,25-12-2019,1,1,12,1,3,0,2,11.943464,14.72325,73.4783,11.304642,440,573,1013,11.5760725,0,4,0,0,11.943464
725,26-12-2019,1,1,12,0,4,1,3,9.976653,11.01665,82.3333,21.208582,9,432,441,9.5649865,0,4,0,1,9.976653
726,27-12-2019,1,1,12,0,5,1,2,10.420847,11.3321,65.2917,23.458911,247,1867,2114,10.0943885,0,4,0,0,10.420847
727,28-12-2019,1,1,12,0,6,0,2,10.386653,12.7523,59.0,10.416557,644,2451,3095,10.091653,1,4,0,0,10.386653
728,29-12-2019,1,1,12,0,0,0,2,10.386653,12.12,75.2917,8.333661,159,1182,1341,10.0101945,1,4,0,0,10.386653
729,30-12-2019,1,1,12,0,1,1,1,10.489153,11.585,48.3333,23.500518,364,1432,1796,10.2474865,0,4,0,0,10.489153
730,31-12-2019,1,1,12,0,2,1,2,8.849153,11.17435,57.75,10.374682,439,2290,2729,8.560402999999999,0,4,0,0,8.849153
